pred,label,rouge1,rouge2,rougeL
"daisies and poppies with the still life vase, and van gogh with the rekor yang terjual dalam lelang lukisan itu us$82,5 juta tahun ini.
","sebuah mahakarya vincent van gogh, yang dilukis pada akhir kehidupannya, terjual di new york sebesar us$61,8 juta atau rp752 miliar.
",0.24999999999999994,0.043478260869565216,0.24999999999999994
"para migran yang mendaftar naik ke bus yang membawa mereka akan dipindahkan dari istanbul ke istanbul, tempat mereka akan kembali ke suriah, kata pemerintah turki.
","ribuan pengungsi suriah punya waktu hingga selasa (20/08) untuk meninggalkan istanbul atau mereka akan dipindahkan dengan paksa dari kota terbesar di turki itu.
",0.2857142857142857,0.0851063829787234,0.20408163265306126
"pemain dan bangunan chapecoense, klub di dunia sepak bola brasil yang menjuarai amerika selatan dan mereka yang tengah berkumpul di stadion, berada dalam keadaan berduka.
","ribuan orang berkumpul di kota chapeco, brasil, untuk mengenang korban jatuhnya pesawat, yang sebagian besar adalah anggota tim sepak bola kota tersebut, chapecoense.
",0.2916666666666667,0.08695652173913043,0.12499999999999997
"serangan yang dikatakan tumbuh dari kelompok operasi kurdi, pkk, yang menewaskan sejumlah orang tak bisa dihindari oleh sipil, disebut tak bisa dihindari.
","kelompok militan kurdi tak mengatakan pihaknya melancarkan serangan mematikan di ibu kota turki, ankara, pada minggu (13/03).
",0.19999999999999998,0.0,0.15
"setidaknya ada satu laporan dokter india yang meninggal dunia setelah terdapat kasus covid-19 dari virus corona.
","sejumlah tenaga kesehatan di india dilaporkan mengalami serangan dari anggota masyarakat selagi berupaya menghentikan penyebaran virus corona.
",0.23529411764705882,0.0625,0.23529411764705882
"kama sutra yang ditulis oleh wanita perfumed of vãtsyãyana dalam satu malam, satu cerita yang terkenal tentang hubungan seksual antara wanita dan ribuan teks, laris di dunia yang tidak arab.
","jika kita berbicara tentang hawa nafsu, sering ada kecenderungan untuk menghubungkannya dengan roman shades of grey , gadis kecil bernama lolita, atau mungkin lady chatterly, dan burung-burung kecil yang terbang ke segala arah.
",0.12307692307692308,0.0,0.0923076923076923
"taj palace, hotel mahal di mumbai, memiliki hotel di mumbai, bangunan yang memiliki saham di badan tata di india tahun lalu, ia memiliki jalan tata di inggris.
","kelompok usaha india, tata, yang memproduksi teh tetley dan mobil jaguar land rover, bangga dengan usaha yang dikelola atas dasar kedermawanan.
",0.125,0.0,0.08333333333333333
"ribuan orang dengan rekor dunia dari 2.000 orang dan penarikan dari irlandia sebagai upaya untuk memecahkan rekor dunia.
","para penari irlandia mencatatkan rekor dunia di dublin, dalam melakukan tarian riverdance terpanjang.
",0.18749999999999997,0.06666666666666667,0.18749999999999997
"pelampung yang tidak berfungsi dibeli dari para pengungsi suriah yang digerebek di pantai selasa dan menemukan lebih dari 20 jenazah laut yang ditemukan di pantai turki.
","pihak berwenang turki menyita lebih dari 1.000 jaket pelampung palsu yang dibuat untuk para pengungsi yang ingin menyeberang laut aegea menuju yunani.
",0.36734693877551017,0.0851063829787234,0.24489795918367346
"piala dan pertandingan sepak bola inggris dipadati oleh klub-klub liga primer, dengan menyiasati agar klub-klub liga primer mempunyai skuat besar, kata arsene wenger.
","manajer arsenal, arsene wenger, menepis pernyataan bos liverpool, jurgen klopp, yang mengatakan bahwa jadwal kompetisi sepak bola di inggris sangat padat.
",0.21739130434782608,0.0909090909090909,0.13043478260869565
"tahun ini bendera pelangi lgbt diciptakan dan munculnya kebebasan gay pride.
","bendera pelangi telah menjadi lambang gerakan hak-hak lgbt di seluruh dunia.
",0.2608695652173913,0.09523809523809525,0.2608695652173913
"para pendukung dki jakarta yang memilih bebas alias jalur politik berhasil mengumpulkan lebih dari satu juta ktp kelompok teman ahok di dki jakarta.
","kelompok teman ahok mengatakan tidak mempermasalahkan ahok akan maju sebagai calon perseorangan atau melalui partai politik, meski telah mengumpukan lebih dari satu juta ktp.
",0.3829787234042554,0.2666666666666666,0.2553191489361702
