pred,label,rouge1,rouge2,rougeL
"daisies and poppies still life vase with van gogh and rekor penjualan lukisan us$825 juta tahun ini
","sebuah mahakarya vincent van gogh, yang dilukis pada akhir kehidupannya, terjual di new york sebesar us$61,8 juta atau rp752 miliar.
",0.19999999999999998,0.05263157894736842,0.19999999999999998
"agustus, mereka akan pindah mendaftar naik bus turki yang akan membawa mereka ke istanbul, tempat mereka akan kembali ke suriah
","ribuan pengungsi suriah punya waktu hingga selasa (20/08) untuk meninggalkan istanbul atau mereka akan dipindahkan dengan paksa dari kota terbesar di turki itu.
",0.22727272727272727,0.04761904761904762,0.13636363636363635
"dan chapecoense klub bermain di dunia sepak bola brasil, bola juara amerika selatan, mereka tengah berkumpul di stadion.
","ribuan orang berkumpul di kota chapeco, brasil, untuk mengenang korban jatuhnya pesawat, yang sebagian besar adalah anggota tim sepak bola kota tersebut, chapecoense.
",0.2926829268292683,0.10256410256410256,0.14634146341463414
"serangan yang katanya tumbuh dari kelompok operasi kurdi pkk yang dilarang itu menewaskan seorang sipil tak bisa dihindarkan
","kelompok militan kurdi tak mengatakan pihaknya melancarkan serangan mematikan di ibu kota turki, ankara, pada minggu (13/03).
",0.2222222222222222,0.0,0.16666666666666666
"tidak ada laporan dokter india yang terserang virus corona di kota itu dan ada orang di dunia
","sejumlah tenaga kesehatan di india dilaporkan mengalami serangan dari anggota masyarakat selagi berupaya menghentikan penyebaran virus corona.
",0.23529411764705882,0.0625,0.17647058823529413
"kama menulis wanita of perfumed garden buku seks laris abad ini, buku yang dibuat perfumed garden vãtsyãyana terbuat dari sutra abad satu malam dan satu cerita teks yang terkenal tentang hubungan seksual di dunia arab tidak dikenal
","jika kita berbicara tentang hawa nafsu, sering ada kecenderungan untuk menghubungkannya dengan roman shades of grey , gadis kecil bernama lolita, atau mungkin lady chatterly, dan burung-burung kecil yang terbang ke segala arah.
",0.1111111111111111,0.0,0.08333333333333334
"hotel taj palace mahal dibangun tahun lalu, ia memiliki saham di badan usaha india tahun lalu di jalan tata, inggris, ia memiliki pabrik.
","kelompok usaha india, tata, yang memproduksi teh tetley dan mobil jaguar land rover, bangga dengan usaha yang dikelola atas dasar kedermawanan.
",0.13636363636363635,0.04761904761904762,0.13636363636363635
"rekor dunia 2000 ribu orang dan tarian irlandia pecah
","para penari irlandia mencatatkan rekor dunia di dublin, dalam melakukan tarian riverdance terpanjang.
",0.3636363636363637,0.1,0.27272727272727276
"jaket yang tidak berfungsi dibeli pengungsi suriah lebih murah dari 20 jenazah laut yang digerebek di pantai selasa dan digerebek di turki
","pihak berwenang turki menyita lebih dari 1.000 jaket pelampung palsu yang dibuat untuk para pengungsi yang ingin menyeberang laut aegea menuju yunani.
",0.3555555555555555,0.0,0.17777777777777776
"piala dan pertandingan di kompetisi inggris padat dengan siasat -of klub-klub liga primer mempunyai skuat besar
","manajer arsenal, arsene wenger, menepis pernyataan bos liverpool, jurgen klopp, yang mengatakan bahwa jadwal kompetisi sepak bola di inggris sangat padat.
",0.21052631578947367,0.0,0.15789473684210528
"tahun bendera pelangi lgbt diciptakan dan muncul kebebasan gay pride
","bendera pelangi telah menjadi lambang gerakan hak-hak lgbt di seluruh dunia.
",0.2727272727272727,0.09999999999999999,0.2727272727272727
"didukung dki jakarta yang bebas memilih jalur alias bebas dan berhasil mengumpulkan lebih dari satu juta ktp kelompok teman ahok secara politik
","kelompok teman ahok mengatakan tidak mempermasalahkan ahok akan maju sebagai calon perseorangan atau melalui partai politik, meski telah mengumpukan lebih dari satu juta ktp.
",0.3913043478260869,0.2727272727272727,0.21739130434782608
"rp154,000 merupakan harga mainan rp19 juta dalam daftar tahun ini di inggris dan merupakan harga dinosaurus rp770,000
","boneka, lego dan aneka perangkat teknologi diprediksi menjadi mainan yang paling diinginkan anak-anak inggris pada natal tahun ini.
",0.2631578947368421,0.05555555555555555,0.15789473684210525
"musim ini, kemungkinan leicester menjadi juara liga primer inggris sudah menjadi tempat vardy van gaal mengatakan sudah menjadi pemainnya.
","manajer manchester united, louis van gaal, memperhitungkan leicester city -yang akan berhadapan dengan timnya akhir pekan ini- sebagai penantang serius untuk gelar juara liga primer inggris.
",0.35555555555555557,0.18604651162790697,0.2222222222222222
"pemulihan ekonomi cina secara global akan berlangsung -of christine imf dan bank dunia lagarde tidak menegaskan akan berlangsung di eropa dan amerika
","kepala dana moneter internasional, imf, memperingatkan krisis ekonomi global sudah mulai memukul pertumbuhan di negara-negara perekonomian baru.
",0.19999999999999998,0.0,0.15
"todd todd, sutradara festival pedro costa, tempat film fury george the look of silence karya assassin, money cannes, the years karya hou hsiaohsien dan miguel gomes
","film dokumenter yang menceritakan keluarga korban pembantaian pki tahun 1965 di indonesia, senyap atau the look of silence karya joshua oppenheimer masuk dalam salah satu film terbaik hasil jajak kritikus inggris.
",0.21052631578947367,0.14545454545454545,0.21052631578947367
"korea selatan dan korea utara akan memimpin sejarah dan kim moon jongun melintasi perbatasan
","para pemimpin korea utara dan korea selatan mencapai kesepakatan untuk bekerja sama membebaskan semenanjung korea dari senjata nuklir.
",0.31250000000000006,0.20000000000000004,0.1875
